"quote_price","solo","couple","family","group","others","number_of_days_travelled","quote_delay","platform_app","platform_qw","platform_web","discount_0%","discount_5%","discount_10%","discount_15%","discount_20%","Specified Items","Adventure Activities","Snow Sports","Extra Cancellation","Rental Vehicle Insurance Excess","Cruise Cover","Gadget Cover","Existing Medical Condition(s)","Motorcycle Cover","extra_cancellation_amount","carer_load_ratio","Asia","Europe","Oceania","Middle East","North America","Africa","South America","Central America","Caribbean","Worldwide","log_ppp","average_ppp","human_rights_index","rule_of_law_index","water_death_rate","avg_crime_rate","num_people","convert"
185,0,1,0,0,0,22,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.683551924,48.25606709,0.835,0.815,1.05,36.65,2,0
150,0,0,0,0,1,16,56,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,1
1168,1,0,0,0,0,22,48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.747071688,5.585623879,0.675,0.675,2.4,42.65,1,0
95,1,0,0,0,0,10,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,0.336119259,2.168299449,0.45,0.585,0.15,24.2,1,0
256,0,1,0,0,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.286827565,19.35653268,0.56,0.38,4.2,42.8,2,1
397,0,1,0,0,0,7,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,2,0
83,0,0,0,1,0,9,52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.548088225,3.532549249,0.93,0.93,0.1,16.7,4,0
390,0,0,0,1,0,11,119,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,4,0
120,0,1,0,0,0,15,57,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,0
336,0,1,0,0,0,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,2,0
1224,0,1,0,0,0,28,235,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,0
231,0,0,0,0,1,23,60,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,-0.151045475,0.7062436,0.92,0.944,0.1,42.3,2,0
119,0,0,1,0,0,8,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,5,0
275,0,1,0,0,0,10,158,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.548088225,3.532549249,0.19,0.21,0.2,24.9,2,0
64,0,0,1,0,0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,4,0
103,0,1,0,0,0,6,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,2,0
879,0,1,0,0,0,16,98,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,2,0
593,0,1,0,0,0,176,139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.296331989,19.7848148,0.93,0.98,0.166666667,32.04,2,1
460,0,1,0,0,0,21,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.17942168,0.661573833,0.905,0.93,0.128571429,45.3666666666667,2,0
227,1,0,0,0,0,31,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,3.443009429,2773.380316,0.42,0.27,9.833333333,46.4333333333333,1,0
102,0,0,1,0,0,7,51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,-0.050754117,0.889704696,0.77,0.79,9.3,57.3,3,0
56,1,0,0,0,0,11,21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,1,1
62,0,1,0,0,0,4,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,2,1
390,0,1,0,0,0,4,356,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,2,0
248,1,0,0,0,0,68,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2000,0,1,0,0,0,0,0,0,0,0,0,1.286827565,19.35653268,0.56,0.38,4.2,42.8,1,0
285,0,0,0,0,1,14,98,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,0
116,1,0,0,0,0,14,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,-0.157817777,0.695316,0.91,0.96,0.1,55.3,1,0
93,0,1,0,0,0,7,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.157817777,0.695316,0.91,0.96,0.1,55.3,2,0
484,0,0,1,0,0,27,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,0,0,0,0,0,3.591633196,3905.109319,0.526666667,0.38,6.666666667,42.0666666666667,5,0
96,1,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.366625791,2.326086126,0.35,0.64,0.1,15.6,1,1
1286,0,1,0,0,0,28,131,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,2,0
115,0,1,0,0,0,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,1
485,0,1,0,0,0,34,176,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,-0.162825854,0.687344,0.895,0.96,0.05,51.35,2,0
510,0,1,0,0,0,21,176,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,2,0
117,0,1,0,0,0,6,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.020853139,10.49187576,0.47,0.39,7,37.9,2,0
85,0,0,1,0,0,7,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,40000,1,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,4,0
80,1,0,0,0,0,14,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,1,0
358,1,0,0,0,0,19,48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,0
106,1,0,0,0,0,24,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,1
446,0,1,0,0,0,14,210,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,0,1,0,0,0,0,0,0,0,0,0,3.618032152,4149.84764,0.33,0.205,2.8,47.5,2,1
109,0,0,1,0,0,12,37,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3000,1,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,4,0
258,0,0,1,0,0,61,51,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,6,1
329,0,1,0,0,0,16,203,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.00201938,0.995361,0.915,0.925,0.166666667,47.2,2,0
207,0,1,0,0,0,12,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.266063979,1.845287242,0.17,0.39,0.3,26.9,2,0
367,1,0,0,0,0,42,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.548088225,3.532549249,0.19,0.21,0.2,24.9,1,0
82,0,1,0,0,0,7,147,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,2,0
257,0,1,0,0,0,9,141,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,1,0,0,0,0,0,0,0,1.770448976,58.94527199,0.88,0.86,8.3,53.31,2,0
648,0,1,0,0,0,16,78,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,3.200467701,1586.600918,0.636666667,0.49,6.933333333,44.9,2,0
204,0,1,0,0,0,16,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,2,1
513,0,0,1,0,0,42,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.308291745,2033.722742,0.473333333,0.283333333,7.933333333,45.6,4,0
424,0,1,0,0,0,35,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.842417478,6956.927504,0.41,0.35,0.9,42.2,2,0
94,1,0,0,0,0,14,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,0
1228,1,0,0,0,0,43,158,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.148632378,0.710178667,0.916666667,0.966666667,0.075,49.7333333333333,1,0
244,1,0,0,0,0,7,51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,1,0
285,1,0,0,0,0,20,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,1,0
173,0,1,0,0,0,9,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.214111637,0.610785,0.91,0.86,0.2,47.3,2,0
117,1,0,0,0,0,14,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,1,1
66,0,0,0,0,1,7,46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,2,0
406,0,0,1,0,0,28,11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0.5,1,0,0,1,0,0,0,0,0,0,1.056366515,11.38587772,0.475,0.52,12,29.95,3,0
98,1,0,0,0,0,10,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.020853139,10.49187576,0.47,0.39,7,37.9,1,0
121,1,0,0,0,0,16,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.376430992,2379.200226,0.585,0.395,9.55,42,1,0
300,1,0,0,0,0,17,30,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,40000,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,0
102,0,0,1,0,0,7,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,-0.050754117,0.889704696,0.77,0.79,9.3,57.3,3,1
47,1,0,0,0,0,4,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.050754117,0.889704696,0.77,0.79,9.3,57.3,1,1
212,0,1,0,0,0,23,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,0
100,0,0,1,0,0,6,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,4,0
172,1,0,0,0,0,16,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,0.96,0.1,49.3,1,1
703,1,0,0,0,0,34,89,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1.525871113,33.56379908,0.76,0.63,9.8,37.7,1,0
239,1,0,0,0,0,47,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.517547591,3.292665333,0.916666667,0.936666667,0.15,47.7,1,0
696,0,1,0,0,0,152,11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,0,1,0,1,0,1,0,0,0,0,1.693140621,49.33335157,0.821428571,0.737142857,2.528571429,41.3571428571429,2,0
411,0,1,0,0,0,130,223,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,7000,0,0,1,0,0,0,0,0,0,0,0,-0.167892356,0.679372,0.88,0.96,0.1,47.4,2,0
124,0,0,1,0,0,10,173,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,3,0
249,1,0,0,0,0,24,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,0.96,0.1,49.3,1,0
342,0,1,0,0,0,15,223,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.548088225,3.532549249,0.19,0.21,0.2,24.9,2,0
225,0,1,0,0,0,23,76,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.214111637,0.610785,0.91,0.86,0.2,47.3,2,0
63,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.377338516,2384.177122,0.65,0.4,18,45.2,1,0
1217,0,1,0,0,0,57,181,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.126093322,0.74800875,0.9275,0.95,0.125,41.7,2,0
464,1,0,0,0,0,23,153,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0.028466733,1.067743,0.91,0.965,0.15,47.25,1,0
145,0,1,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,1
209,0,1,0,0,0,21,233,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.547284607,3526.018669,0.67,0.65,0.65,32.4,2,0
411,0,1,0,0,0,22,146,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,0.96,0.1,49.3,2,0
394,1,0,0,0,0,25,192,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.203204413,0.626319,0.923333333,0.923333333,0.133333333,46.2666666666667,1,0
78,1,0,0,0,0,13,104,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.050754117,0.889704696,0.77,0.79,9.3,57.3,1,0
86,0,0,0,1,0,4,75,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.214111637,0.610785,0.91,0.86,0.2,47.3,3,0
124,0,0,1,0,0,11,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,1,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,4,0
124,0,0,1,0,0,9,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,3,1
976,0,1,0,0,0,24,256,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0.028466733,1.067743,0.91,0.965,0.15,47.25,2,0
111,0,0,0,0,1,18,48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.214111637,0.610785,0.91,0.86,0.2,47.3,2,0
355,0,0,0,1,0,28,290,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.210587351,0.615761667,0.893333333,0.91,0.133333333,39.6333333333333,3,0
158,0,0,1,0,0,19,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,2,1,0,0,0,0,0,0,0,0,0,1.475362958,29.87878671,0.48,0.11,14,61.5,3,0
105,0,1,0,0,0,4,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.842417478,6956.927504,0.41,0.35,0.9,42.2,2,0
163,1,0,0,0,0,14,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,1,0,0,0,0,0,0,0,-0.050754117,0.889704696,0.77,0.79,9.3,57.3,1,0
618,0,1,0,0,0,31,154,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,0.96,0.1,49.3,2,0
209,0,0,1,0,0,133,43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.702101163,50.36179061,0.775,0.84,0.4,22.035,4,0
74,1,0,0,0,0,6,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.062752247,11.554529,0.41,0.18,0.5,40.9,1,0
138,0,1,0,0,0,14,203,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,0
50,1,0,0,0,0,12,76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,1,0
69,1,0,0,0,0,8,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,1,1
75,1,0,0,0,0,6,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,3.676502348,4747.908576,0.7,0.4,12.1,46.1,1,0
204,0,1,0,0,0,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.310601332,20.44566932,0.6,0.4,23.9,44.3,2,0
936,0,0,1,0,0,8,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,1,0.92,0.96,0.1,49.3,4,0
288,0,0,1,0,0,19,24,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,7000,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,4,1
1574,1,0,0,0,0,13,123,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.92,0.96,0.1,49.3,1,0
345,0,1,0,0,0,15,65,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.599411716,39.75682699,0.9,0.925,4.2,51.24,2,1
91,0,1,0,0,0,11,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.068909928,117.195228,0.88,0.86,8.3,42.45,2,1
76,0,0,1,0,0,8,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.770448976,58.94527199,0.88,0.86,8.3,53.31,4,0
59,1,0,0,0,0,6,51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.094717133,0.804049649,0.71,0.96,0.1,23.5,1,0
266,1,0,0,0,0,33,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,1,0
168,0,1,0,0,0,20,15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.978225419,95.109833,0.93,0.95,0.4,22.6,2,1
115,0,0,1,0,0,15,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3.842417478,6956.927504,0.41,0.35,0.9,42.2,3,0
128,1,0,0,0,0,19,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.625862277,4225.345994,0.27,0.23,4.433333333,43.76,1,1
1072,0,1,0,0,0,21,125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,2,0
82,0,1,0,0,0,37,36,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.770448976,58.94527199,0.88,0.86,8.3,53.31,2,1
497,1,0,0,0,0,49,158,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,-0.191565015,0.64333175,0.9,0.9125,0.1,43.9,1,0
287,1,0,0,0,0,56,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.12800091,1342.767775,0.25,0.06,4.7,52.8,1,0
158,1,0,0,0,0,7,68,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.068909928,117.195228,0.88,0.86,8.3,42.45,1,0
334,0,1,0,0,0,10,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.152579866,1.4209535,0.94,0.99,0.15,47.4,2,0
237,1,0,0,0,0,44,120,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,0
326,1,0,0,0,0,17,135,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,1,0
89,1,0,0,0,0,14,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.597622975,39.59341622,0.825,0.825,8.8,54.64,1,1
296,0,0,0,1,0,35,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,15000,0,1,1,0,0,0,0,0,0,0,0,1.691015048,49.09248855,0.846666667,0.966666667,0.075,32.1,4,0
192,1,0,0,0,0,19,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.658206963,455.204936,0.93,0.94,0.3,59.3,1,0
96,1,0,0,0,0,14,30,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,40000,0,0,1,0,0,0,0,0,0,0,0,-0.157817777,0.695316,0.91,0.96,0.1,55.3,1,0
87,1,0,0,0,0,10,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,0
204,0,0,1,0,0,14,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000,1,0,0,0,0,1,0,0,0,0,0,0.055181784,1.135486,0.9,0.97,0.2,45.2,2,0
64,0,0,1,0,0,4,80,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.139859259,1.379937,0.92,0.99,0.1,47.1,4,0
46,1,0,0,0,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164938461,1.46197,0.96,0.99,0.2,47.7,1,0
1706,0,1,0,0,0,14,67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.020853139,10.49187576,0.47,0.39,7,37.9,2,0
