"","quote_price","number_of_days_travelled","quote_delay","extra_cancellation_amount","carer_load_ratio","log_ppp","average_ppp","human_rights_index","rule_of_law_index","water_death_rate","avg_crime_rate","num_people","solo","couple","family","group","others","platform_app","platform_qw","platform_web","discount_0%","discount_5%","discount_10%","discount_15%","discount_20%","Specified Items","Adventure Activities","Snow Sports","Extra Cancellation","Rental Vehicle Insurance Excess","Cruise Cover","Gadget Cover","Existing Medical Condition(s)","Motorcycle Cover","Asia","Europe","Oceania","Middle East","North America","Africa","South America","Central America","Caribbean","Worldwide","convert"
"38787",-0.422578320238627,-0.279842614095567,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38788",-0.131492803715427,0.833394599155099,1.77850419515944,-0.359285349317488,-0.361275372265382,-0.979248440688028,-0.495516783580865,0.719656229227691,0.846275519002219,-0.658372970473109,0.108199943316451,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38791",-0.05037061058601,0.00352685836823861,-0.620999908940791,0.793716198503644,-0.361275372265382,-0.700515864226643,-0.494968329668846,-0.00467625739440856,-0.45948502471072,-0.491344704955864,2.42069857368195,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"38793",-0.246018252839309,-0.0774358480499917,-0.191030965431501,-0.359285349317488,-0.361275372265382,1.63253250151965,1.3240834685678,-0.594873098345749,-0.347562692392468,-0.554888066837425,-1.0009294938181,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38794",-0.444847157568271,-0.401286673722913,-0.745829602217682,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
"38795",-0.440075263854775,-0.42152735032747,-0.634869874860445,-0.359285349317488,-0.361275372265382,1.84142083332389,3.0949638061195,-1.98988381332165,-1.46678601557499,-0.509499951207739,-0.0536991248491591,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"38796",-0.373268751865844,-0.401286673722913,2.13912330907046,-0.359285349317488,-0.361275372265382,-0.988644880841615,-0.49552796788288,0.719656229227691,0.827621796949177,-0.645664298096797,0.535903451753957,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38797",-0.444847157568271,-0.42152735032747,-0.745829602217682,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1"
"38798",-0.363724964438854,-0.320323967304683,0.100238318881243,0.793716198503644,3.59465528100972,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,2.88312895833806,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38799",3.76873499144789,0.32737768404116,2.16686324090976,0.793716198503644,-0.361275372265382,-0.9289586227179,-0.495450751112852,0.719656229227691,0.808968074896135,-0.654741921222734,0.922528092149443,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"0"
"38800",-0.150580378569407,-0.17863923107278,-0.510040181583555,-0.359285349317488,-0.361275372265382,1.55836094426854,0.933892943617793,-2.16873133909418,-1.77768138188211,0.0896231751041175,0.149278811358471,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38801",-0.203071209417853,-0.482249380141143,-0.662609806699754,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"0"
"38802",-0.155352272282902,0.671469186318639,-0.676479772619409,0.793716198503644,-0.361275372265382,-0.989460373295673,-0.49552892251133,0.692829100093539,0.864929241055261,-0.663819544348671,0.0381242272447685,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38803",-0.323959183493062,-0.441768026932028,-0.385210488306664,-0.359285349317488,0.957368178826317,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38804",0.0721079947270305,-0.158398554468222,0.33602773951537,0.793716198503644,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38805",-0.152171009807239,0.307137007436602,0.904696342221205,0.793716198503644,-0.361275372265382,-0.996985232405018,-0.495537612752965,0.531866325288628,0.808968074896135,-0.654741921222734,0.448912907664973,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38806",-0.454390944995261,-0.522730733350258,-0.315860658708392,-0.359285349317488,2.27601172991802,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,1.96636102408372,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38807",-0.123539647526268,-0.0571951714454341,-0.676479772619409,-0.359285349317488,-0.361275372265382,-0.989460373295673,-0.49552892251133,0.692829100093539,0.864929241055261,-0.654741921222734,0.0381242272447685,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"38808",1.09647451189064,-0.401286673722913,-0.343600590547701,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38809",0.022798426354248,0.0844895647864689,-0.357470556467355,-0.359285349317488,-0.361275372265382,1.62882187312023,1.30224548259491,-1.82892103851673,-1.39217112736282,0.0442350594744314,-0.261509869061734,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38811",-0.328731077206557,-0.401286673722913,-0.731959636298027,-0.359285349317488,0.957368178826317,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.597970070156602,-0.469320613274307,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38813",-0.05037061058601,1.11676407161891,0.0863683529615888,-0.359285349317488,-0.361275372265382,1.48470179438975,0.629230827112711,-1.39074459420378,-1.36729949671518,0.253020391370987,0.257211523468881,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1"
"38814",0.207311649942725,-0.502490056745701,0.987916137739132,0.793716198503644,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38815",0.0911955695810109,0.610747156504966,-0.759699568137336,-0.359285349317488,-0.361275372265382,-0.839098431062362,-0.495302187286091,0.639174841825236,0.846275519002219,-0.63658667497086,0.236269355447456,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38816",2.46600800766373,-0.219120584281895,-0.620999908940791,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38817",0.371146667439389,0.0440082115773538,-0.288120726869083,-0.359285349317488,0.957368178826317,-0.167663515829651,-0.490680948899543,-0.970452906223875,-1.31755623915065,-0.418723719948367,1.06751233229775,1.04959308982939,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38818",-0.156942903520734,-0.0976765246545492,-0.551650079342518,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38820",-0.288965296260764,-0.0976765246545492,-0.704219704458718,-0.359285349317488,-0.361275372265382,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.597970070156602,-0.469320613274307,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38822",0.124598825575476,2.29072331468324,-0.0245913743956472,-0.359285349317488,-0.361275372265382,0.165161136551831,-0.480511899403673,0.894032568599678,0.883582963108303,-0.627509051844923,-0.993680281810685,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"0"
"38823",1.26030952938731,3.14083173207466,1.30692535389119,-0.359285349317488,-0.361275372265382,-0.996985232405018,-0.495537612752965,0.531866325288628,0.808968074896135,-0.654741921222734,0.448912907664973,1.04959308982939,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38824",-0.379631276817171,-0.300083290700125,-0.718089670378373,-0.359285349317488,-0.361275372265382,-0.490230465772066,-0.494064931392778,-3.17027749522433,-1.98909023306016,-0.63658667497086,-1.72585069455964,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38825",-0.460753469946588,-0.381045997118355,-0.329730624628046,-0.359285349317488,-0.361275372265382,0.586172536831289,-0.435397385097103,0.531866325288628,0.435893633835295,0.833988271430969,-0.0295350848244412,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38826",-0.139445959904585,-0.158398554468222,1.33466528573049,0.793716198503644,-0.361275372265382,-0.500144308789793,-0.494122800225657,0.826964745764299,0.697045742577883,-0.63658667497086,-0.575642389383066,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38827",-0.147399116093743,-0.0976765246545492,-0.6487398407801,-0.359285349317488,-0.361275372265382,0.946544811923201,-0.300521571793544,-0.205879725900547,-0.534099912922888,-0.0283859255330664,1.15450287638674,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"1"
"38828",-0.444847157568271,-0.502490056745701,-0.759699568137336,-0.359285349317488,-0.361275372265382,-0.125962979636172,-0.489924347398134,-1.98988381332165,-2.10101256537842,-0.582120936215237,-0.179352132977693,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0"
"38830",-0.317596658541735,-0.0571951714454341,0.0308884892829708,-0.359285349317488,0.957368178826317,-1.01095790191804,-0.495553195813063,0.710713851061165,0.796532261437689,-0.660793669912842,0.342591131556214,1.04959308982939,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38832",-0.414625164049468,-0.401286673722913,-0.759699568137336,0.793716198503644,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38833",0.0577923135865453,-0.198879907677337,3.20711068488385,-0.359285349317488,-0.361275372265382,-0.996985232405018,-0.495537612752965,0.531866325288628,0.808968074896135,-0.654741921222734,0.448912907664973,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38835",-0.21897752179617,-0.502490056745701,-0.718089670378373,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38836",-0.166486690947724,-0.360805320513798,0.114108284800898,0.793716198503644,0.957368178826317,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38837",-0.0964989164831292,-0.0571951714454341,-0.676479772619409,0.793716198503644,-0.361275372265382,-0.598898292059332,-0.494607907350993,0.370903550483717,0.361278745623127,-0.436878966200241,2.20805502146443,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"38838",0.258211849553339,-0.117917201259107,1.09887586509637,-0.359285349317488,2.27601172991802,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.527655197459613,0.632559611852828,1.96636102408372,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38839",-0.139445959904585,-0.158398554468222,2.66618201401733,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38840",-0.379631276817171,-0.320323967304683,-0.593259977101482,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38841",-0.433712738903449,-0.401286673722913,-0.551650079342518,-0.359285349317488,-0.361275372265382,1.33577303951095,0.197187865663564,-2.8483519456145,-2.54870189465142,0.18039940636349,0.970856172198879,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"38842",-0.368496858152349,-0.542971409954816,-0.482300249744246,-0.359285349317488,4.91329883210141,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,3.7998968925924,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38843",1.47981664020808,0.185692947809257,1.0572659673374,0.793716198503644,-0.361275372265382,-1.01290673614134,-0.495555313510337,0.612347712691084,0.622430854365715,-0.654741921222734,0.444080099660029,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38845",-0.250790146552804,-0.279842614095567,-0.690349738539064,-0.359285349317488,2.27601172991802,-0.945193474306094,-0.495473259776024,-0.380256065272535,0.808968074896135,-0.654741921222734,-1.86116931869806,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38846",-0.465525363660083,-0.583452763163931,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.490230465772066,-0.494064931392778,-3.17027749522433,-1.98909023306016,-0.63658667497086,-1.72585069455964,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38847",0.022798426354248,-0.138157877863664,2.38878269562424,8.86472703325157,-0.361275372265382,0.226083455449293,-0.47714137222734,0.617713138517914,0.420970656192862,-0.618431428718985,-1.15171310357234,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38848",-0.0471893481103467,-0.300083290700125,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38849",0.433181285714825,0.165452271204699,-0.634869874860445,-0.359285349317488,-0.361275372265382,-0.460899259255101,-0.493882372630096,0.0489780008738952,-0.0770837226233593,-0.141856214607282,0.888698436114839,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0"
"38850",-0.39712822043332,-0.360805320513798,-0.0384613403153017,-0.359285349317488,-0.361275372265382,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.597970070156602,-0.469320613274307,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"38851",-0.454390944995261,-0.462008703536586,-0.731959636298027,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38852",-0.168077322185556,-0.219120584281895,0.544077228310188,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.3060246739797,0.32325989953644,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38854",-0.195118053228694,0.00352685836823861,-0.551650079342518,-0.359285349317488,-0.361275372265382,1.33577303951095,0.197187865663564,-2.8483519456145,-2.54870189465142,0.18039940636349,0.970856172198879,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"38855",-0.236474465412318,-0.300083290700125,-0.246510829110119,0.793716198503644,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38856",-0.413034532811637,-0.34056464390924,-0.745829602217682,-0.359285349317488,2.27601172991802,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38857",-0.225340046747497,-0.360805320513798,-0.690349738539064,-0.359285349317488,0.517820328462416,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
"38858",-0.327140445968725,-0.542971409954816,-0.718089670378373,0.793716198503644,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.04959308982939,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38859",-0.112405228861446,0.104730241391026,2.74940180953525,1.2549168176321,-0.361275372265382,-0.969999828306417,-0.495505436264752,0.075805130008047,0.808968074896135,-0.654741921222734,-0.706128205516542,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"0"
"38861",-0.328731077206557,-0.300083290700125,-0.759699568137336,-0.359285349317488,-0.361275372265382,0.412248242632145,-0.461535890773902,-0.734374169843339,-0.929558820447378,-0.46592736020324,1.30528648614097,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"0"
"38862",-0.473478519849241,-0.462008703536586,-0.537780113422864,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38864",-0.420987689000795,-0.360805320513798,-0.454560317904937,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38865",0.375918561152884,0.0642488881819113,-0.620999908940791,-0.359285349317488,-0.361275372265382,-0.167663515829651,-0.490680948899543,-0.970452906223875,-1.31755623915065,-0.418723719948367,1.06751233229775,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38866",0.248668062126349,0.307137007436602,-0.4961702156639,-0.359285349317488,-0.361275372265382,0.946341749922415,-0.300650591054471,-0.111984773931016,-0.235640360074216,-0.509499951207739,1.47588460871548,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"0"
"38867",0.810160889080937,-0.300083290700125,-0.551650079342518,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"38868",-0.352590545774032,-0.320323967304683,-0.468430283824591,0.793716198503644,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38869",-0.335093602157884,-0.17863923107278,-0.676479772619409,-0.359285349317488,-0.361275372265382,1.38706338555714,0.323043532295444,-0.773720624118286,-0.944481798089812,0.585866572594834,0.207272507417794,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38871",-0.403490745384646,-0.522730733350258,-0.690349738539064,0.793716198503644,2.27601172991802,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38872",0.00848274521376269,0.124970917995584,-0.731959636298027,-0.359285349317488,-0.361275372265382,-1.02969818800555,-0.49557301426771,0.692829100093539,0.435893633835295,-0.63658667497086,0.439247291655085,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"38874",-0.433712738903449,-0.441768026932028,-0.745829602217682,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38877",0.724266802238026,-0.300083290700125,-0.21877089727081,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38878",-0.42575958271429,-0.34056464390924,-0.745829602217682,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38879",0.10869251319716,5.04345533290307,-0.0800712380742652,0.793716198503644,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"38880",-0.00424230468889088,-0.0774358480499917,-0.454560317904937,-0.359285349317488,-0.361275372265382,-0.434646175290363,-0.49370352338479,-0.75583587315066,-0.248076173532663,-0.140343277480143,-0.520870565327035,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"38881",1.62774534532643,3.14083173207466,1.14048576285533,-0.359285349317488,-0.361275372265382,-0.897735332973093,-0.4954039730284,0.639174841825236,0.821403888354582,-0.650203109659766,0.439247291655085,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"0"
